CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/DeepSeek-V3/74.py
MEM 28.054688 1745294946.2198
MEM 28.210938 1745294946.2209
MEM 28.210938 1745294946.2223
MEM 28.210938 1745294946.2234
MEM 28.210938 1745294946.2246
MEM 28.367188 1745294946.2257
MEM 28.367188 1745294946.2269
MEM 28.835938 1745294946.2280
MEM 28.835938 1745294946.2292
MEM 29.148438 1745294946.2325
MEM 29.148438 1745294946.2337
MEM 29.148438 1745294946.2350
MEM 30.222656 1745294946.2362
MEM 31.484375 1745294946.2374
MEM 31.640625 1745294946.2385
MEM 31.640625 1745294946.2397
MEM 31.640625 1745294946.2409
MEM 31.953125 1745294946.2422
MEM 31.953125 1745294946.2434
MEM 32.109375 1745294946.2445
MEM 32.265625 1745294946.2457
MEM 32.421875 1745294946.2469
MEM 32.734375 1745294946.2480
MEM 33.046875 1745294946.2515
MEM 33.359375 1745294946.2527
MEM 33.359375 1745294946.2540
MEM 33.359375 1745294946.2552
MEM 33.359375 1745294946.2564
MEM 33.515625 1745294946.2575
MEM 33.828125 1745294946.2586
MEM 33.828125 1745294946.2598
MEM 33.984375 1745294946.2610
MEM 33.984375 1745294946.2622
MEM 33.984375 1745294946.2635
MEM 33.984375 1745294946.2646
MEM 34.140625 1745294946.2658
MEM 34.796875 1745294946.2675
MEM 34.796875 1745294946.2687
MEM 34.796875 1745294946.2699
MEM 34.953125 1745294946.2710
MEM 34.953125 1745294946.2722
MEM 34.953125 1745294946.2734
MEM 35.109375 1745294946.2746
MEM 35.109375 1745294946.2794
MEM 35.265625 1745294946.2806
MEM 35.421875 1745294946.2817
MEM 35.578125 1745294946.2829
MEM 36.152344 1745294946.2842
MEM 36.308594 1745294946.2854
MEM 36.308594 1745294946.2866
MEM 36.464844 1745294946.2877
MEM 36.464844 1745294946.2889
MEM 36.464844 1745294946.2900
MEM 36.621094 1745294946.2912
MEM 36.621094 1745294946.2924
MEM 36.777344 1745294946.2936
MEM 36.933594 1745294946.2949
MEM 36.933594 1745294946.2961
MEM 37.089844 1745294946.2972
MEM 37.089844 1745294946.2984
MEM 37.246094 1745294946.2996
MEM 37.246094 1745294946.3007
MEM 37.402344 1745294946.3019
MEM 37.402344 1745294946.3032
MEM 37.558594 1745294946.3044
MEM 37.558594 1745294946.3055
MEM 37.714844 1745294946.3067
MEM 38.027344 1745294946.3078
MEM 38.183594 1745294946.3096
MEM 38.183594 1745294946.3108
MEM 38.183594 1745294946.3119
MEM 38.183594 1745294946.3131
MEM 38.339844 1745294946.3143
MEM 38.339844 1745294946.3155
MEM 38.652344 1745294946.3168
MEM 38.808594 1745294946.3180
MEM 38.964844 1745294946.3191
MEM 38.964844 1745294946.3203
MEM 39.277344 1745294946.3235
MEM 39.433594 1745294946.3247
MEM 39.746094 1745294946.3271
MEM 39.902344 1745294946.3283
MEM 39.902344 1745294946.3295
MEM 40.214844 1745294946.3314
MEM 40.214844 1745294946.3326
MEM 40.214844 1745294946.3337
MEM 40.214844 1745294946.3349
MEM 40.214844 1745294946.3361
MEM 40.371094 1745294946.3373
MEM 40.710938 1745294946.3389
MEM 40.710938 1745294946.3400
MEM 40.867188 1745294946.3411
MEM 40.867188 1745294946.3423
MEM 40.867188 1745294946.3475
MEM 40.867188 1745294946.3487
MEM 40.867188 1745294946.3500
MEM 41.179688 1745294946.3513
MEM 41.335938 1745294946.3525
MEM 41.335938 1745294946.3537
MEM 41.335938 1745294946.3549
MEM 41.335938 1745294946.3560
MEM 41.335938 1745294946.3571
MEM 41.527344 1745294946.3583
MEM 41.683594 1745294946.3594
MEM 41.683594 1745294946.3606
MEM 41.683594 1745294946.3617
MEM 41.683594 1745294946.3629
MEM 41.683594 1745294946.3640
MEM 41.839844 1745294946.3651
MEM 41.839844 1745294946.3663
MEM 41.996094 1745294946.3675
MEM 41.996094 1745294946.3686
MEM 41.996094 1745294946.3698
MEM 41.996094 1745294946.3722
MEM 42.152344 1745294946.3734
MEM 42.152344 1745294946.3745
MEM 42.152344 1745294946.3758
MEM 42.152344 1745294946.3770
MEM 42.152344 1745294946.3782
MEM 42.308594 1745294946.3793
MEM 42.308594 1745294946.3805
MEM 42.308594 1745294946.3844
MEM 42.464844 1745294946.3856
MEM 42.621094 1745294946.3868
MEM 42.777344 1745294946.3879
MEM 42.777344 1745294946.3893
MEM 42.777344 1745294946.3904
MEM 42.777344 1745294946.3916
MEM 42.933594 1745294946.3927
MEM 42.933594 1745294946.3939
MEM 43.089844 1745294946.3950
MEM 43.089844 1745294946.3962
MEM 43.089844 1745294946.3973
MEM 43.089844 1745294946.3984
MEM 43.089844 1745294946.3996
MEM 43.089844 1745294946.4008
MEM 43.246094 1745294946.4019
MEM 43.402344 1745294946.4032
MEM 43.558594 1745294946.4045
MEM 43.558594 1745294946.4057
MEM 43.714844 1745294946.4085
MEM 43.714844 1745294946.4097
MEM 43.871094 1745294946.4110
MEM 43.871094 1745294946.4122
MEM 43.871094 1745294946.4134
MEM 43.871094 1745294946.4146
MEM 43.871094 1745294946.4157
MEM 44.027344 1745294946.4169
MEM 44.027344 1745294946.4214
MEM 44.183594 1745294946.4226
MEM 44.183594 1745294946.4240
MEM 44.183594 1745294946.4252
MEM 44.183594 1745294946.4264
MEM 44.183594 1745294946.4275
MEM 44.339844 1745294946.4287
MEM 44.496094 1745294946.4299
MEM 44.496094 1745294946.4311
MEM 44.496094 1745294946.4323
MEM 44.496094 1745294946.4335
MEM 44.652344 1745294946.4347
MEM 44.652344 1745294946.4358
MEM 44.652344 1745294946.4369
MEM 44.652344 1745294946.4382
MEM 44.652344 1745294946.4394
MEM 44.808594 1745294946.4405
MEM 44.964844 1745294946.4417
MEM 44.964844 1745294946.4429
MEM 45.121094 1745294946.4440
MEM 45.277344 1745294946.4452
MEM 45.433594 1745294946.4464
MEM 46.277344 1745294946.4476
MEM 46.433594 1745294946.4505
MEM 46.589844 1745294946.4517
MEM 46.902344 1745294946.4542
MEM 46.902344 1745294946.4555
MEM 47.058594 1745294946.4566
MEM 47.058594 1745294946.4578
MEM 47.058594 1745294946.4590
MEM 47.058594 1745294946.4601
MEM 47.214844 1745294946.4613
MEM 47.214844 1745294946.4624
MEM 47.371094 1745294946.4666
MEM 47.371094 1745294946.4678
MEM 47.371094 1745294946.4690
MEM 47.527344 1745294946.4701
MEM 47.527344 1745294946.4713
MEM 47.527344 1745294946.4725
MEM 47.527344 1745294946.4736
MEM 47.527344 1745294946.4748
MEM 47.527344 1745294946.4759
MEM 47.527344 1745294946.4772
MEM 47.527344 1745294946.4785
MEM 47.527344 1745294946.4796
MEM 47.527344 1745294946.4808
MEM 47.527344 1745294946.4819
MEM 47.527344 1745294946.4831
MEM 47.527344 1745294946.4842
MEM 47.527344 1745294946.4854
MEM 47.527344 1745294946.4865
MEM 47.527344 1745294946.4877
MEM 47.527344 1745294946.4888
MEM 47.527344 1745294946.4899
MEM 47.527344 1745294946.4911
MEM 47.527344 1745294946.4922
MEM 47.527344 1745294946.4934
MEM 47.527344 1745294946.4945
MEM 47.527344 1745294946.4964
MEM 47.527344 1745294946.4976
MEM 47.527344 1745294946.4987
MEM 47.527344 1745294946.5006
MEM 47.527344 1745294946.5018
MEM 47.527344 1745294946.5029
MEM 47.839844 1745294946.5041
MEM 47.996094 1745294946.5053
MEM 47.996094 1745294946.5104
MEM 48.152344 1745294946.5116
MEM 48.152344 1745294946.5128
MEM 48.308594 1745294946.5142
MEM 48.464844 1745294946.5153
MEM 48.621094 1745294946.5165
MEM 48.621094 1745294946.5177
MEM 48.621094 1745294946.5188
MEM 48.621094 1745294946.5200
MEM 48.621094 1745294946.5211
MEM 48.621094 1745294946.5222
MEM 48.621094 1745294946.5233
MEM 48.621094 1745294946.5245
MEM 48.621094 1745294946.5256
MEM 48.621094 1745294946.5267
MEM 48.621094 1745294946.5279
MEM 48.621094 1745294946.5290
MEM 48.621094 1745294946.5314
MEM 48.777344 1745294946.5326
MEM 48.777344 1745294946.5338
MEM 48.777344 1745294946.5349
MEM 48.777344 1745294946.5361
MEM 48.777344 1745294946.5373
MEM 48.777344 1745294946.5384
MEM 48.933594 1745294946.5397
MEM 48.933594 1745294946.5409
MEM 48.933594 1745294946.5421
MEM 48.933594 1745294946.5433
MEM 48.933594 1745294946.5445
MEM 48.933594 1745294946.5456
MEM 48.933594 1745294946.5469
MEM 48.933594 1745294946.5505
MEM 48.933594 1745294946.5517
MEM 49.089844 1745294946.5529
MEM 49.089844 1745294946.5542
MEM 49.089844 1745294946.5555
MEM 49.089844 1745294946.5567
MEM 49.089844 1745294946.5579
MEM 49.089844 1745294946.5590
MEM 50.027344 1745294946.5602
MEM 51.746094 1745294946.5615
MEM 50.902344 1745294946.5627
MEM 50.902344 1745294946.5639
MEM 50.902344 1745294946.5651
MEM 52.621094 1745294946.5676
MEM 53.558594 1745294946.5688
MEM 53.871094 1745294946.5699
MEM 53.871094 1745294946.5711
MEM 53.871094 1745294946.5723
MEM 53.871094 1745294946.5735
MEM 53.871094 1745294946.5750
MEM 54.652344 1745294946.5762
MEM 55.277344 1745294946.5773
MEM 56.371094 1745294946.5784
MEM 57.621094 1745294946.5826
MEM 58.402344 1745294946.5838
MEM 59.339844 1745294946.5850
MEM 59.339844 1745294946.5861
MEM 59.339844 1745294946.5873
MEM 59.496094 1745294946.5884
MEM 60.277344 1745294946.5896
MEM 60.902344 1745294946.5908
MEM 61.683594 1745294946.5921
MEM 62.464844 1745294946.5932
MEM 63.089844 1745294946.5944
MEM 63.089844 1745294946.5955
MEM 63.089844 1745294946.5967
MEM 63.402344 1745294946.5980
MEM 64.183594 1745294946.5992
MEM 65.433594 1745294946.6003
MEM 66.683594 1745294946.6014
MEM 66.683594 1745294946.6026
MEM 66.683594 1745294946.6037
MEM 66.683594 1745294946.6048
MEM 66.839844 1745294946.6060
MEM 67.621094 1745294946.6071
MEM 67.933594 1745294946.6082
MEM 68.089844 1745294946.6117
MEM 68.402344 1745294946.6130
MEM 68.871094 1745294946.6141
MEM 69.339844 1745294946.6153
MEM 70.277344 1745294946.6164
MEM 70.277344 1745294946.6175
MEM 70.277344 1745294946.6186
MEM 70.902344 1745294946.6197
MEM 71.839844 1745294946.6209
MEM 71.996094 1745294946.6220
MEM 71.996094 1745294946.6231
MEM 71.996094 1745294946.6242
MEM 71.996094 1745294946.6254
MEM 71.996094 1745294946.6266
MEM 71.996094 1745294946.6277
MEM 71.996094 1745294946.6288
MEM 72.152344 1745294946.6299
MEM 72.621094 1745294946.6311
MEM 73.714844 1745294946.6324
MEM 74.027344 1745294946.6336
MEM 74.652344 1745294946.6347
MEM 75.121094 1745294946.6388
MEM 75.902344 1745294946.6401
MEM 76.996094 1745294946.6413
MEM 78.402344 1745294946.6425
MEM 78.402344 1745294946.6437
MEM 79.652344 1745294946.6448
MEM 79.652344 1745294946.6460
MEM 79.652344 1745294946.6471
MEM 79.652344 1745294946.6483
MEM 80.902344 1745294946.6494
MEM 81.058594 1745294946.6505
MEM 81.214844 1745294946.6517
MEM 81.214844 1745294946.6529
MEM 81.214844 1745294946.6540
MEM 81.214844 1745294946.6551
MEM 81.214844 1745294946.6563
MEM 81.214844 1745294946.6574
MEM 81.214844 1745294946.6585
MEM 81.683594 1745294946.6596
MEM 82.621094 1745294946.6607
MEM 82.777344 1745294946.6618
MEM 82.777344 1745294946.6629
MEM 82.777344 1745294946.6641
MEM 82.777344 1745294946.6652
MEM 82.777344 1745294946.6663
MEM 82.777344 1745294946.6674
MEM 82.777344 1745294946.6685
MEM 82.777344 1745294946.6697
MEM 83.246094 1745294946.6708
MEM 83.871094 1745294946.6719
MEM 84.496094 1745294946.6731
MEM 84.964844 1745294946.6742
MEM 84.964844 1745294946.6754
MEM 85.277344 1745294946.6785
MEM 85.433594 1745294946.6797
MEM 85.746094 1745294946.6809
MEM 86.214844 1745294946.6820
MEM 86.839844 1745294946.6831
MEM 87.777344 1745294946.6843
MEM 87.777344 1745294946.6854
MEM 88.246094 1745294946.6865
MEM 88.246094 1745294946.6877
MEM 88.402344 1745294946.6889
MEM 88.871094 1745294946.6900
MEM 89.339844 1745294946.6911
MEM 89.808594 1745294946.6922
MEM 90.589844 1745294946.6933
MEM 91.527344 1745294946.6944
MEM 91.683594 1745294946.6956
MEM 91.683594 1745294946.6967
MEM 92.152344 1745294946.6978
MEM 92.621094 1745294946.6989
MEM 93.714844 1745294946.7012
MEM 94.652344 1745294946.7023
MEM 95.277344 1745294946.7034
MEM 95.433594 1745294946.7046
MEM 95.589844 1745294946.7057
MEM 95.902344 1745294946.7068
MEM 96.527344 1745294946.7080
MEM 96.996094 1745294946.7091
MEM 97.621094 1745294946.7102
MEM 98.089844 1745294946.7113
MEM 98.558594 1745294946.7124
MEM 99.808594 1745294946.7135
MEM 101.214844 1745294946.7146
MEM 103.246094 1745294946.7157
MEM 108.714844 1745294946.7196
MEM 108.714844 1745294946.7208
MEM 108.871094 1745294946.7220
MEM 109.652344 1745294946.7233
MEM 110.277344 1745294946.7244
MEM 111.058594 1745294946.7256
MEM 111.683594 1745294946.7267
MEM 112.464844 1745294946.7278
MEM 113.089844 1745294946.7290
MEM 113.871094 1745294946.7302
MEM 114.652344 1745294946.7313
MEM 115.433594 1745294946.7325
MEM 115.902344 1745294946.7336
MEM 116.527344 1745294946.7348
MEM 117.152344 1745294946.7359
MEM 117.777344 1745294946.7371
MEM 118.558594 1745294946.7384
MEM 121.527344 1745294946.7435
MEM 122.152344 1745294946.7447
MEM 122.933594 1745294946.7458
MEM 123.558594 1745294946.7470
MEM 124.339844 1745294946.7481
MEM 124.964844 1745294946.7493
MEM 125.589844 1745294946.7504
MEM 126.371094 1745294946.7517
MEM 126.996094 1745294946.7529
MEM 127.621094 1745294946.7540
MEM 128.246094 1745294946.7552
MEM 128.871094 1745294946.7563
MEM 129.496094 1745294946.7574
MEM 130.121094 1745294946.7585
MEM 130.902344 1745294946.7597
MEM 131.527344 1745294946.7608
MEM 132.152344 1745294946.7620
MEM 132.777344 1745294946.7631
MEM 133.402344 1745294946.7643
MEM 134.027344 1745294946.7655
MEM 134.808594 1745294946.7667
MEM 135.433594 1745294946.7679
MEM 136.058594 1745294946.7690
MEM 136.683594 1745294946.7702
MEM 137.308594 1745294946.7714
MEM 138.089844 1745294946.7726
MEM 138.714844 1745294946.7738
MEM 139.339844 1745294946.7750
MEM 139.964844 1745294946.7761
MEM 141.839844 1745294946.7795
MEM 142.464844 1745294946.7807
MEM 143.246094 1745294946.7818
MEM 143.871094 1745294946.7830
MEM 144.808594 1745294946.7841
MEM 147.308594 1745294946.7853
MEM 149.496094 1745294946.7865
MEM 151.371094 1745294946.7877
MEM 153.402344 1745294946.7889
MEM 155.277344 1745294946.7901
MEM 157.308594 1745294946.7913
MEM 158.871094 1745294946.7924
MEM 160.589844 1745294946.7936
MEM 162.152344 1745294946.7947
MEM 162.933594 1745294946.7958
MEM 163.402344 1745294946.7969
MEM 163.871094 1745294946.7980
MEM 164.496094 1745294946.7991
MEM 165.121094 1745294946.8003
MEM 165.746094 1745294946.8014
MEM 166.371094 1745294946.8025
MEM 166.996094 1745294946.8037
MEM 169.183594 1745294946.8076
MEM 169.808594 1745294946.8088
MEM 170.589844 1745294946.8100
MEM 171.058594 1745294946.8112
MEM 171.839844 1745294946.8123
MEM 172.308594 1745294946.8135
MEM 173.089844 1745294946.8146
MEM 173.714844 1745294946.8158
MEM 174.183594 1745294946.8171
MEM 174.964844 1745294946.8183
MEM 175.746094 1745294946.8195
MEM 176.371094 1745294946.8206
MEM 176.996094 1745294946.8217
MEM 177.621094 1745294946.8229
MEM 178.402344 1745294946.8240
MEM 179.027344 1745294946.8253
MEM 179.808594 1745294946.8265
MEM 180.433594 1745294946.8276
MEM 181.214844 1745294946.8288
MEM 181.839844 1745294946.8299
MEM 182.464844 1745294946.8310
MEM 183.246094 1745294946.8322
MEM 183.871094 1745294946.8333
MEM 184.496094 1745294946.8344
MEM 185.121094 1745294946.8356
MEM 185.746094 1745294946.8368
MEM 186.683594 1745294946.8384
MEM 187.308594 1745294946.8395
MEM 187.933594 1745294946.8407
MEM 192.621094 1745294946.8485
MEM 193.246094 1745294946.8497
MEM 193.871094 1745294946.8510
MEM 194.808594 1745294946.8524
MEM 195.433594 1745294946.8536
MEM 196.214844 1745294946.8548
MEM 196.996094 1745294946.8560
MEM 197.621094 1745294946.8572
MEM 198.246094 1745294946.8584
MEM 199.027344 1745294946.8595
MEM 199.652344 1745294946.8608
MEM 202.464844 1745294946.8655
MEM 203.246094 1745294946.8667
MEM 204.027344 1745294946.8679
MEM 204.652344 1745294946.8691
MEM 205.433594 1745294946.8703
MEM 206.058594 1745294946.8715
MEM 207.152344 1745294946.8735
MEM 207.777344 1745294946.8747
MEM 208.558594 1745294946.8759
MEM 209.339844 1745294946.8771
MEM 209.964844 1745294946.8783
MEM 211.214844 1745294946.8805
MEM 211.996094 1745294946.8817
MEM 212.621094 1745294946.8828
MEM 215.277344 1745294946.8875
MEM 216.058594 1745294946.8887
MEM 216.683594 1745294946.8899
MEM 217.308594 1745294946.8911
MEM 217.933594 1745294946.8923
MEM 218.558594 1745294946.8935
MEM 219.339844 1745294946.8947
MEM 219.964844 1745294946.8958
MEM 220.589844 1745294946.8970
MEM 221.371094 1745294946.8982
MEM 221.996094 1745294946.8994
MEM 222.777344 1745294946.9007
MEM 223.558594 1745294946.9019
MEM 224.183594 1745294946.9030
MEM 224.964844 1745294946.9042
MEM 225.589844 1745294946.9053
MEM 226.214844 1745294946.9065
MEM 226.839844 1745294946.9076
MEM 227.464844 1745294946.9088
MEM 228.089844 1745294946.9100
MEM 228.714844 1745294946.9112
MEM 229.339844 1745294946.9124
MEM 230.121094 1745294946.9136
MEM 230.746094 1745294946.9147
MEM 232.152344 1745294946.9173
MEM 235.433594 1745294946.9225
MEM 236.058594 1745294946.9237
MEM 238.246094 1745294946.9251
MEM 239.808594 1745294946.9263
MEM 241.214844 1745294946.9275
MEM 242.777344 1745294946.9287
MEM 244.496094 1745294946.9299
MEM 246.527344 1745294946.9311
MEM 250.277344 1745294946.9335
MEM 252.621094 1745294946.9347
MEM 254.808594 1745294946.9358
MEM 257.152344 1745294946.9370
MEM 259.496094 1745294946.9382
MEM 261.839844 1745294946.9394
MEM 264.027344 1745294946.9405
MEM 266.371094 1745294946.9417
MEM 268.714844 1745294946.9428
MEM 271.058594 1745294946.9440
MEM 272.464844 1745294946.9451
MEM 273.246094 1745294946.9463
MEM 274.027344 1745294946.9475
MEM 274.652344 1745294946.9486
MEM 275.277344 1745294946.9498
MEM 276.058594 1745294946.9510
MEM 278.558594 1745294946.9555
MEM 279.183594 1745294946.9567
MEM 279.808594 1745294946.9579
MEM 280.589844 1745294946.9591
MEM 281.214844 1745294946.9603
MEM 281.996094 1745294946.9615
MEM 282.621094 1745294946.9627
MEM 283.246094 1745294946.9638
MEM 283.871094 1745294946.9650
MEM 284.652344 1745294946.9662
MEM 285.433594 1745294946.9673
MEM 286.058594 1745294946.9685
MEM 286.683594 1745294946.9696
MEM 287.464844 1745294946.9708
MEM 288.089844 1745294946.9720
MEM 288.558594 1745294946.9731
MEM 289.183594 1745294946.9743
MEM 289.808594 1745294946.9755
MEM 290.433594 1745294946.9766
MEM 290.902344 1745294946.9778
MEM 291.683594 1745294946.9790
MEM 292.308594 1745294946.9801
MEM 292.933594 1745294946.9813
MEM 293.558594 1745294946.9824
MEM 294.339844 1745294946.9836
MEM 294.964844 1745294946.9847
MEM 295.746094 1745294946.9859
MEM 296.371094 1745294946.9871
MEM 298.246094 1745294946.9905
MEM 299.027344 1745294946.9916
MEM 299.652344 1745294946.9928
MEM 300.433594 1745294946.9940
MEM 301.058594 1745294946.9951
MEM 301.839844 1745294946.9963
MEM 302.464844 1745294946.9975
MEM 303.246094 1745294946.9986
MEM 304.027344 1745294946.9998
MEM 304.652344 1745294947.0009
MEM 305.433594 1745294947.0021
MEM 306.214844 1745294947.0032
MEM 306.996094 1745294947.0044
MEM 307.621094 1745294947.0055
MEM 308.402344 1745294947.0067
MEM 309.027344 1745294947.0078
MEM 309.652344 1745294947.0090
MEM 310.277344 1745294947.0101
MEM 310.902344 1745294947.0112
MEM 311.527344 1745294947.0123
MEM 312.152344 1745294947.0134
MEM 312.933594 1745294947.0146
MEM 313.558594 1745294947.0157
MEM 314.183594 1745294947.0169
MEM 314.808594 1745294947.0180
MEM 315.589844 1745294947.0191
MEM 316.214844 1745294947.0204
MEM 316.683594 1745294947.0215
MEM 317.308594 1745294947.0228
MEM 317.933594 1745294947.0239
MEM 318.089844 1745294947.0252
MEM 318.089844 1745294947.0264
MEM 315.242188 1745294947.0275
MEM 314.492188 1745294947.0286
MEM 313.257812 1745294947.0298
MEM 310.304688 1745294947.0309
MEM 308.335938 1745294947.0320
MEM 305.382812 1745294947.0331
MEM 300.460938 1745294947.0343
MEM 295.539062 1745294947.0354
MEM 291.601562 1745294947.0366
MEM 286.679688 1745294947.0377
MEM 281.757812 1745294947.0389
MEM 275.851562 1745294947.0400
MEM 270.929688 1745294947.0412
MEM 266.007812 1745294947.0424
MEM 257.250000 1745294947.0436
MEM 254.066406 1745294947.0447
MEM 254.066406 1745294947.0459
MEM 254.066406 1745294947.0470
MEM 254.066406 1745294947.0482
MEM 254.222656 1745294947.0493
MEM 254.222656 1745294947.0505
MEM 254.222656 1745294947.0517
MEM 254.222656 1745294947.0528
MEM 254.222656 1745294947.0540
MEM 254.222656 1745294947.0551
MEM 254.378906 1745294947.0563
MEM 254.378906 1745294947.0574
MEM 254.378906 1745294947.0586
MEM 254.378906 1745294947.0597
MEM 254.378906 1745294947.0608
MEM 254.378906 1745294947.0619
MEM 254.535156 1745294947.0631
MEM 254.535156 1745294947.0642
MEM 254.535156 1745294947.0653
MEM 254.535156 1745294947.0664
MEM 254.535156 1745294947.0675
MEM 254.691406 1745294947.0687
MEM 254.691406 1745294947.0698
MEM 254.691406 1745294947.0709
MEM 254.691406 1745294947.0720
