CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/gpt-4-turbo/2111.py
MEM 23.351562 1745294932.6888
MEM 23.664062 1745294932.6925
MEM 23.664062 1745294932.6937
MEM 23.664062 1745294932.6949
MEM 23.820312 1745294932.6961
MEM 23.820312 1745294932.6972
MEM 24.289062 1745294932.6984
MEM 24.289062 1745294932.6996
MEM 24.445312 1745294932.7009
MEM 24.445312 1745294932.7021
MEM 24.601562 1745294932.7033
MEM 24.601562 1745294932.7045
MEM 24.925781 1745294932.7056
MEM 25.082031 1745294932.7068
MEM 25.082031 1745294932.7080
MEM 25.082031 1745294932.7093
MEM 25.082031 1745294932.7105
MEM 25.238281 1745294932.7117
MEM 25.394531 1745294932.7129
MEM 25.707031 1745294932.7140
MEM 25.863281 1745294932.7152
MEM 26.488281 1745294932.7206
MEM 26.488281 1745294932.7218
MEM 26.644531 1745294932.7230
MEM 26.644531 1745294932.7241
MEM 26.644531 1745294932.7253
MEM 26.800781 1745294932.7265
MEM 26.800781 1745294932.7277
MEM 26.800781 1745294932.7289
MEM 26.800781 1745294932.7301
MEM 26.957031 1745294932.7312
MEM 26.957031 1745294932.7324
MEM 26.957031 1745294932.7336
MEM 26.957031 1745294932.7348
MEM 26.957031 1745294932.7361
MEM 26.957031 1745294932.7373
MEM 27.113281 1745294932.7384
MEM 27.113281 1745294932.7396
MEM 27.113281 1745294932.7408
MEM 27.113281 1745294932.7421
MEM 27.269531 1745294932.7432
MEM 27.269531 1745294932.7476
MEM 27.425781 1745294932.7488
MEM 27.425781 1745294932.7500
MEM 27.582031 1745294932.7511
MEM 27.582031 1745294932.7523
MEM 27.753906 1745294932.7535
MEM 27.753906 1745294932.7546
MEM 27.910156 1745294932.7575
MEM 28.066406 1745294932.7594
MEM 28.222656 1745294932.7658
MEM 28.378906 1745294932.7670
MEM 28.378906 1745294932.7682
MEM 28.535156 1745294932.7693
MEM 28.847656 1745294932.7705
MEM 28.847656 1745294932.7717
MEM 29.003906 1745294932.7728
MEM 29.160156 1745294932.7740
MEM 29.160156 1745294932.7752
MEM 29.160156 1745294932.7764
MEM 29.160156 1745294932.7775
MEM 30.390625 1745294932.7788
MEM 31.324219 1745294932.7799
MEM 31.480469 1745294932.7811
MEM 31.480469 1745294932.7823
MEM 31.480469 1745294932.7835
MEM 31.636719 1745294932.7846
MEM 31.792969 1745294932.7858
MEM 31.792969 1745294932.7870
MEM 32.261719 1745294932.7905
MEM 32.574219 1745294932.7918
MEM 32.574219 1745294932.7929
MEM 32.730469 1745294932.7941
MEM 32.886719 1745294932.7953
MEM 33.042969 1745294932.7964
MEM 33.199219 1745294932.7976
MEM 33.199219 1745294932.7987
MEM 33.199219 1745294932.7999
MEM 33.199219 1745294932.8011
MEM 33.667969 1745294932.8045
MEM 33.824219 1745294932.8057
MEM 33.824219 1745294932.8069
MEM 33.824219 1745294932.8080
MEM 33.824219 1745294932.8092
MEM 33.980469 1745294932.8104
MEM 33.980469 1745294932.8115
MEM 35.027344 1745294932.8155
MEM 35.027344 1745294932.8167
MEM 35.027344 1745294932.8179
MEM 35.027344 1745294932.8190
MEM 35.183594 1745294932.8202
MEM 35.183594 1745294932.8214
MEM 35.183594 1745294932.8225
MEM 35.339844 1745294932.8265
MEM 35.339844 1745294932.8277
MEM 35.496094 1745294932.8289
MEM 35.964844 1745294932.8300
MEM 36.246094 1745294932.8312
MEM 36.402344 1745294932.8324
MEM 36.402344 1745294932.8336
MEM 36.558594 1745294932.8347
MEM 36.558594 1745294932.8359
MEM 36.558594 1745294932.8371
MEM 36.714844 1745294932.8383
MEM 36.714844 1745294932.8395
MEM 36.871094 1745294932.8407
MEM 36.871094 1745294932.8418
MEM 37.027344 1745294932.8430
MEM 37.339844 1745294932.8475
MEM 37.339844 1745294932.8487
MEM 37.496094 1745294932.8499
MEM 37.496094 1745294932.8510
MEM 37.652344 1745294932.8523
MEM 37.652344 1745294932.8534
MEM 37.808594 1745294932.8546
MEM 38.121094 1745294932.8558
MEM 38.277344 1745294932.8570
MEM 38.433594 1745294932.8615
MEM 38.433594 1745294932.8627
MEM 38.433594 1745294932.8639
MEM 38.746094 1745294932.8651
MEM 38.902344 1745294932.8663
MEM 39.058594 1745294932.8675
MEM 39.058594 1745294932.8686
MEM 39.214844 1745294932.8698
MEM 39.214844 1745294932.8710
MEM 39.371094 1745294932.8721
MEM 39.527344 1745294932.8733
MEM 39.839844 1745294932.8745
MEM 39.839844 1745294932.8756
MEM 39.996094 1745294932.8795
MEM 40.152344 1745294932.8807
MEM 40.308594 1745294932.8819
MEM 40.464844 1745294932.8830
MEM 40.648438 1745294932.8842
MEM 40.804688 1745294932.8854
MEM 40.804688 1745294932.8866
MEM 40.960938 1745294932.8877
MEM 40.960938 1745294932.8889
MEM 40.960938 1745294932.8901
MEM 41.117188 1745294932.8912
MEM 41.429688 1745294932.8924
MEM 41.429688 1745294932.8936
MEM 41.593750 1745294932.8948
MEM 41.750000 1745294932.8959
MEM 42.062500 1745294932.9005
MEM 42.218750 1745294932.9018
MEM 42.218750 1745294932.9029
MEM 42.218750 1745294932.9041
MEM 42.218750 1745294932.9053
MEM 42.375000 1745294932.9065
MEM 42.375000 1745294932.9076
MEM 42.531250 1745294932.9088
MEM 42.687500 1745294932.9100
MEM 42.843750 1745294932.9111
MEM 42.843750 1745294932.9123
MEM 43.000000 1745294932.9135
MEM 43.156250 1745294932.9146
MEM 43.156250 1745294932.9157
MEM 43.312500 1745294932.9169
MEM 43.468750 1745294932.9181
MEM 43.937500 1745294932.9237
MEM 43.937500 1745294932.9249
MEM 44.093750 1745294932.9262
MEM 44.250000 1745294932.9273
MEM 44.250000 1745294932.9285
MEM 44.250000 1745294932.9296
MEM 44.250000 1745294932.9308
MEM 44.406250 1745294932.9319
MEM 44.562500 1745294932.9331
MEM 44.562500 1745294932.9342
MEM 44.718750 1745294932.9354
MEM 44.875000 1745294932.9365
MEM 45.031250 1745294932.9377
MEM 45.031250 1745294932.9395
MEM 45.187500 1745294932.9406
MEM 45.343750 1745294932.9418
MEM 45.343750 1745294932.9430
MEM 46.750000 1745294932.9441
MEM 46.343750 1745294932.9453
MEM 46.343750 1745294932.9466
MEM 46.343750 1745294932.9478
MEM 46.343750 1745294932.9490
MEM 46.500000 1745294932.9545
MEM 46.500000 1745294932.9557
MEM 46.656250 1745294932.9569
MEM 46.656250 1745294932.9581
MEM 46.656250 1745294932.9592
MEM 46.812500 1745294932.9604
MEM 46.812500 1745294932.9630
MEM 46.812500 1745294932.9642
MEM 46.968750 1745294932.9653
MEM 46.968750 1745294932.9664
MEM 46.968750 1745294932.9676
MEM 46.968750 1745294932.9687
MEM 47.125000 1745294932.9705
MEM 47.125000 1745294932.9716
MEM 47.125000 1745294932.9745
MEM 47.125000 1745294932.9757
MEM 47.125000 1745294932.9777
MEM 47.125000 1745294932.9788
MEM 47.125000 1745294932.9800
MEM 47.281250 1745294932.9811
MEM 47.281250 1745294932.9823
MEM 47.281250 1745294932.9835
MEM 47.281250 1745294932.9859
MEM 47.281250 1745294932.9871
MEM 47.281250 1745294932.9884
MEM 47.281250 1745294932.9908
MEM 47.281250 1745294932.9920
MEM 47.281250 1745294932.9933
MEM 47.437500 1745294932.9944
MEM 47.437500 1745294932.9956
MEM 47.437500 1745294932.9968
MEM 47.437500 1745294932.9980
MEM 47.437500 1745294933.0005
MEM 47.437500 1745294933.0017
MEM 47.437500 1745294933.0029
MEM 47.593750 1745294933.0086
MEM 47.593750 1745294933.0098
MEM 47.593750 1745294933.0110
MEM 47.593750 1745294933.0122
MEM 47.593750 1745294933.0133
MEM 47.593750 1745294933.0145
MEM 47.593750 1745294933.0156
MEM 47.593750 1745294933.0168
MEM 47.593750 1745294933.0181
MEM 47.593750 1745294933.0206
MEM 47.593750 1745294933.0218
MEM 47.593750 1745294933.0229
MEM 47.593750 1745294933.0241
MEM 47.593750 1745294933.0253
MEM 47.593750 1745294933.0265
MEM 47.593750 1745294933.0276
MEM 47.593750 1745294933.0288
MEM 47.593750 1745294933.0299
MEM 47.593750 1745294933.0311
MEM 47.593750 1745294933.0323
MEM 47.593750 1745294933.0334
MEM 47.593750 1745294933.0355
MEM 47.593750 1745294933.0366
MEM 47.593750 1745294933.0395
MEM 47.593750 1745294933.0407
MEM 47.593750 1745294933.0418
MEM 47.593750 1745294933.0456
MEM 47.593750 1745294933.0468
MEM 47.593750 1745294933.0479
MEM 47.593750 1745294933.0491
MEM 47.593750 1745294933.0502
MEM 47.593750 1745294933.0514
MEM 47.593750 1745294933.0526
MEM 47.593750 1745294933.0537
MEM 47.593750 1745294933.0549
MEM 47.593750 1745294933.0585
MEM 47.593750 1745294933.0597
MEM 47.593750 1745294933.0608
MEM 47.593750 1745294933.0621
MEM 47.593750 1745294933.0634
MEM 47.593750 1745294933.0645
MEM 47.593750 1745294933.0657
MEM 47.593750 1745294933.0668
MEM 47.750000 1745294933.0680
MEM 47.750000 1745294933.0693
MEM 47.906250 1745294933.0705
MEM 48.062500 1745294933.0736
MEM 48.062500 1745294933.0748
MEM 48.062500 1745294933.0760
MEM 48.062500 1745294933.0815
MEM 48.062500 1745294933.0827
MEM 48.218750 1745294933.0838
MEM 48.218750 1745294933.0851
MEM 48.375000 1745294933.0864
MEM 48.531250 1745294933.0876
MEM 48.531250 1745294933.0888
MEM 48.531250 1745294933.0899
MEM 48.531250 1745294933.0911
MEM 48.531250 1745294933.0923
MEM 48.531250 1745294933.0935
MEM 48.531250 1745294933.0946
MEM 48.531250 1745294933.0958
MEM 48.531250 1745294933.0970
MEM 48.531250 1745294933.0982
MEM 48.531250 1745294933.0993
MEM 48.531250 1745294933.1005
MEM 48.687500 1745294933.1031
MEM 48.687500 1745294933.1043
MEM 48.687500 1745294933.1056
MEM 48.843750 1745294933.1068
MEM 48.843750 1745294933.1079
MEM 48.843750 1745294933.1091
MEM 49.000000 1745294933.1145
MEM 49.625000 1745294933.1157
MEM 50.250000 1745294933.1169
MEM 50.406250 1745294933.1206
MEM 50.406250 1745294933.1218
MEM 50.406250 1745294933.1229
MEM 50.406250 1745294933.1241
MEM 50.406250 1745294933.1253
MEM 50.406250 1745294933.1265
MEM 50.406250 1745294933.1276
MEM 50.406250 1745294933.1288
MEM 50.406250 1745294933.1300
MEM 50.406250 1745294933.1312
MEM 50.406250 1745294933.1326
MEM 50.406250 1745294933.1338
MEM 50.406250 1745294933.1350
MEM 50.406250 1745294933.1363
MEM 50.406250 1745294933.1375
MEM 50.406250 1745294933.1387
MEM 50.406250 1745294933.1399
MEM 50.406250 1745294933.1426
MEM 50.406250 1745294933.1438
MEM 50.406250 1745294933.1450
MEM 50.406250 1745294933.1462
MEM 50.406250 1745294933.1474
MEM 50.406250 1745294933.1495
MEM 50.406250 1745294933.1507
MEM 50.406250 1745294933.1519
MEM 50.406250 1745294933.1555
MEM 50.406250 1745294933.1567
MEM 50.406250 1745294933.1579
MEM 50.406250 1745294933.1592
MEM 50.406250 1745294933.1604
MEM 50.406250 1745294933.1615
MEM 50.406250 1745294933.1627
MEM 50.406250 1745294933.1639
MEM 50.406250 1745294933.1650
MEM 50.406250 1745294933.1715
MEM 50.406250 1745294933.1727
MEM 50.406250 1745294933.1740
MEM 50.406250 1745294933.1753
MEM 50.406250 1745294933.1765
MEM 50.406250 1745294933.1776
MEM 50.406250 1745294933.1788
MEM 50.406250 1745294933.1800
MEM 50.406250 1745294933.1811
MEM 50.406250 1745294933.1823
MEM 50.406250 1745294933.1835
MEM 50.406250 1745294933.1846
MEM 50.406250 1745294933.1858
MEM 50.406250 1745294933.1869
MEM 50.406250 1745294933.1881
MEM 50.406250 1745294933.1893
MEM 50.406250 1745294933.1905
MEM 50.406250 1745294933.1930
MEM 50.406250 1745294933.1942
MEM 50.406250 1745294933.1954
MEM 50.406250 1745294933.1966
MEM 50.406250 1745294933.1977
MEM 50.406250 1745294933.2036
MEM 50.406250 1745294933.2048
MEM 50.406250 1745294933.2060
MEM 50.406250 1745294933.2071
MEM 50.406250 1745294933.2083
MEM 50.406250 1745294933.2095
MEM 50.406250 1745294933.2106
MEM 50.406250 1745294933.2118
MEM 50.406250 1745294933.2129
MEM 50.406250 1745294933.2141
MEM 50.406250 1745294933.2153
MEM 50.406250 1745294933.2165
MEM 50.406250 1745294933.2177
MEM 50.406250 1745294933.2189
MEM 50.406250 1745294933.2200
MEM 50.406250 1745294933.2212
MEM 50.406250 1745294933.2224
MEM 50.406250 1745294933.2236
MEM 50.406250 1745294933.2248
MEM 50.406250 1745294933.2260
MEM 50.406250 1745294933.2285
MEM 50.406250 1745294933.2297
MEM 50.406250 1745294933.2309
MEM 50.406250 1745294933.2320
MEM 50.406250 1745294933.2332
MEM 50.406250 1745294933.2344
MEM 50.406250 1745294933.2356
MEM 50.406250 1745294933.2368
MEM 50.406250 1745294933.2380
MEM 50.406250 1745294933.2391
MEM 50.406250 1745294933.2425
MEM 50.406250 1745294933.2437
MEM 50.406250 1745294933.2449
MEM 50.406250 1745294933.2460
MEM 50.406250 1745294933.2472
MEM 50.406250 1745294933.2484
MEM 50.406250 1745294933.2495
MEM 50.406250 1745294933.2507
MEM 50.406250 1745294933.2518
MEM 50.406250 1745294933.2530
MEM 50.406250 1745294933.2541
MEM 50.406250 1745294933.2553
MEM 50.406250 1745294933.2565
MEM 50.406250 1745294933.2576
MEM 50.406250 1745294933.2588
MEM 50.406250 1745294933.2599
MEM 50.406250 1745294933.2611
MEM 50.406250 1745294933.2623
MEM 50.406250 1745294933.2634
MEM 50.406250 1745294933.2675
MEM 50.406250 1745294933.2687
MEM 50.406250 1745294933.2698
MEM 50.406250 1745294933.2710
MEM 50.406250 1745294933.2722
MEM 50.406250 1745294933.2733
MEM 50.406250 1745294933.2744
MEM 50.406250 1745294933.2756
MEM 50.406250 1745294933.2768
MEM 50.406250 1745294933.2779
MEM 50.406250 1745294933.2791
MEM 50.406250 1745294933.2803
MEM 50.406250 1745294933.2814
MEM 50.406250 1745294933.2855
MEM 50.406250 1745294933.2867
MEM 50.406250 1745294933.2879
MEM 49.648438 1745294933.2891
MEM 0.000000 1745294933.2903
MEM 0.000000 1745294933.2914
MEM 0.000000 1745294933.2926
MEM 0.000000 1745294933.2938
